domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
meeo.cn,1,2,3673,0.5,0.001089028,2,1836.5,3675,3674,235200,146960,64,40,191080,104.0457392,1
shobserver.com,1,1,22,1,0.045454545,1,22,544,665,36336,709993,66.79411765,1067.658647,746329,33924.04545,-1
recobell.io,1,2,17,0.5,0.235294118,2,8.5,203,195,35782,100189,176.2660099,513.7897436,67985.5,7998.294118,-1
gpsime.net,18,30,2107,10.8,0.427147603,1.666666667,70.23333333,47302,40633,3841856,2568936,81.21973701,63.22289764,213693.0667,3042.616042,1
samsungvisioncloud.com,2,2,7,2,0.571428571,1,3.5,98,87,10575,64332,107.9081633,739.4482759,37453.5,10701,-1
qmtv.com,1,1,2,1,0.5,1,2,26,19,5592,7822,215.0769231,411.6842105,13414,6707,-1
veioo.cn,2,203,913,0.019704433,45.13581599,101.5,4.497536946,3045,2724,233138,200788,76.56420361,73.71071953,2137.566502,475.2749179,-1
imibaby.net,13,289,14987,0.584775087,5.57289651,22.23076923,51.85813149,68310,46658,9935932,5785105,145.45355,123.9895623,54398.0519,1048.978248,1
trip.com,19,26,174,13.88461538,3.885057471,1.368421053,6.692307692,2397,2344,489426,1396394,204.1827284,595.7312287,72531.53846,10838.04598,0
hicp.net,3,22,14994,0.409090909,0.032279579,7.333333333,681.5454545,56589,0,2716272,0,48,0,123466.9091,181.1572629,-1
plu.cn,5,5,34,5,0.735294118,1,6.8,355,305,36724,174854,103.4478873,573.2918033,42315.6,6222.882353,-1
liveutv.net,1,1,21,1,0.047619048,1,21,500,382,130473,40489,260.946,105.9921466,170962,8141.047619,-1
qianbaoipos.com,2,2,3,2,1.333333333,1,1.5,46,38,7230,18924,157.173913,498,13077,8718,-1
starmobs.com,3,3,9,3,1,1,3,59,52,8853,15500,150.0508475,298.0769231,8117.666667,2705.888889,-1
safecenter.com,1,12,14,0.083333333,10.28571428,12,1.166666667,77,55,9577,6072,124.3766234,110.4,1304.083333,1117.785714,-1
cjyun.org,11,11,62,11,1.951612903,1,5.636363636,727,774,63951,784255,87.9656121,1013.249354,77109.63636,13680.74194,-1
mediatek.com,224,20603,47257,2.435373489,8982.449351,91.97767857,2.293695093,214766,2154337,24072304,2209582146,112.0861961,1025.643688,108414.0392,47266.10767,0
netflix.com,1,4,4,0.25,4,4,1,23,20,2492,5228,108.3478261,261.4,1930,1930,-1
youkia.net,1,1,1,1,1,1,1,6,4,537,416,89.5,104,953,953,-1
ticp.io,1,3,51,0.333333333,0.176470588,3,17,48053,47568,2518950,1902828,52.42024431,40.00227043,1473926,86701.52941,0
360.cn,150,367,16357,61.3079019,8.234333924,2.446666667,44.56948229,115152,108548,20611570,39359723,178.9944595,362.6020102,163409.5177,3666.399279,0
nprotect.net,1,3,8,0.333333333,1.125,3,2.666666667,77,71,10630,42308,138.0519481,595.8873239,17646,6617.25,-1
fun.tv,9,10,21,8.100000001,4.761904762,1.111111111,2.1,109,105,7984,27568,73.24770642,262.552381,3555.2,1692.952381,-1
szchuzhong.com,3,12,57,0.75,2.526315789,4,4.75,385,311,32095,36565,83.36363636,117.5723473,5721.666667,1204.561404,1
test-app.link,2,3,33,1.333333333,0.272727273,1.5,11,1306,1562,259616,1863592,198.7871363,1193.080666,707736,64339.63636,-1
ebanma.com,1,1365,165700,0.000732601,11.2445685,1365,121.3919414,1167586,858810,275571938,251264204,236.0185357,292.5725178,385960.5436,3179.457707,1
338336.com,1,1,2,1,0.5,1,2,9,10,374,513,41.55555556,51.3,887,443.5,-1
samsungroaming.com,7,8,48,6.124999999,1.333333333,1.142857143,6,509,475,54548,210783,107.1669941,443.7536842,33166.375,5527.729167,-1
huisuoping.com,1,1,4,1,0.25,1,4,21,18,6418,7658,305.6190476,425.4444444,14076,3519,-1
kaolafm.net,1,4,6,0.25,2.666666667,4,1.5,52,19,6310,964,121.3461538,50.73684211,1818.5,1212.333333,-1
zhiyin-service.com,1,1,382,1,0.002617801,1,382,902,533,158492,240636,175.7117517,451.4746717,399128,1044.837696,-1
ants.vn,1,1,1,1,1,1,1,5,3,752,567,150.4,189,1319,1319,-1
busan.com,1,2,67,0.5,0.059701493,2,33.5,872,1349,87109,1629092,99.8956422,1207.629355,858100.5,25614.9403,-1
smtcdns.com,22,24,287,20.16666666,2.006968642,1.090909091,11.95833333,115468,214579,6244348,297828529,54.07860186,1387.966805,12669703.21,1059487.376,-1
multiopen.cn,2,3,36,1.333333333,0.25,1.5,12,216,163,22681,62818,105.0046296,385.3865031,28499.66667,2374.972222,-1
dfshurufa.com,1,1,1,1,1,1,1,5,3,278,366,55.6,122,644,644,-1
akamai.net,27,71,112,10.26760563,45.00892856,2.62962963,1.577464789,1662,2319,99077,2827005,59.61311673,1219.062096,41212.42254,26125.73214,0
zyebank.com,1,1,4,1,0.25,1,4,42,33,8232,14071,196,426.3939394,22303,5575.75,-1
ourwebpic.com,9,11,43,7.363636365,2.813953488,1.222222222,3.909090909,2023,2533,163795,2522534,80.96638655,995.8681405,244211.7273,62472.76744,-1
scdn.co,1,1,1,1,1,1,1,12,23,686,24609,57.16666667,1069.956522,25295,25295,-1
solidworks.com,1,1,3,1,0.333333333,1,3,50,18,7443,1080,148.86,60,8523,2841,-1
wpgholdings.com,1,1,39,1,0.025641026,1,39,397,327,46664,246082,117.5415617,752.5443425,292746,7506.307692,-1
adonging.com,5,20,170,1.25,2.352941176,4,8.5,794,728,56412,43290,71.04785894,59.46428571,4985.1,586.4823529,1
bzblook.cn,1,1,1089,1,0.000918274,1,1089,2259,1204,216066,137982,95.64674635,114.60299,354048,325.1129477,-1
coupangcdn.com,1,1,2,1,0.5,1,2,14,13,1021,12747,72.92857143,980.5384615,13768,6884,-1
chengduhuanxingshan.com,1,14,1486,0.071428571,0.131897712,14,106.1428571,53434,27774,2190795,1164574,41.00001871,41.93036653,239669.2143,2257.987214,-1
gyham.cn,2,4,425,1,0.037647059,2,106.25,5361,5369,434120,281625,80.97742958,52.45390203,178936.25,1684.105882,-1
ksmobile.com,79,122,1610,51.15573772,9.244720498,1.544303797,13.19672131,10071,8686,1502167,4208571,149.1576805,484.5234861,46809.32787,3547.042236,1
lxland.com,1,2,78,0.5,0.051282051,2,39,6758,4187,1132386,372718,167.5622965,89.01791259,752552,19296.20513,1
lumanman.cc,1,1,19,1,0.052631579,1,19,213,208,38685,169732,181.6197183,816.0192308,208417,10969.31579,-1
solarmandata.com,8,38,3437,1.684210526,0.420133838,4.75,90.44736842,19875,11866,1753515,500428,88.22716981,42.17326816,59314.28947,655.7878964,-1
vlion.cn,1,1,73,1,0.01369863,1,73,266,217,37943,42466,142.6428571,195.6958525,80409,1101.493151,-1
wiwide.com,1,1,5,1,0.2,1,5,8,0,480,0,60,0,480,96,-1
lottedfs.com,1,6,127,0.166666667,0.283464567,6,21.16666667,684,662,44182,36212,64.59356725,54.70090634,13399,633.023622,-1
tenthbit.com,1,1,12,1,0.083333333,1,12,96,103,13393,64537,139.5104167,626.5728155,77930,6494.166667,-1
alibaba.com,50,54,486,46.2962963,6,1.08,9,7720,5800,1059558,1681108,137.2484456,289.8462069,50753.07407,5639.230453,-1
id1.cn,19,21,357,17.19047619,1.235294118,1.105263158,17,965,84,56296,5048,58.33782383,60.0952381,2921.142857,171.8319328,-1
solocpm.com,1,1,5,1,0.2,1,5,102,121,12344,25859,121.0196078,213.7107438,38203,7640.6,-1
zuoyebang.cc,1,1,2,1,0.5,1,2,27,28,4111,9108,152.2592593,325.2857143,13219,6609.5,-1
sputnikhome.com,2,4,10,1,1.6,2,2.5,10,10,600,400,60,40,250,100,-1
adasplus.com,2,2,7,2,0.571428571,1,3.5,48,45,6567,5337,136.8125,118.6,5952,1700.571429,-1
tatatimes.com,1,1,25,1,0.04,1,25,103,106,8881,12370,86.22330097,116.6981132,21251,850.04,-1
bidswitch.net,2,3,10,1.333333333,0.9,1.5,3.333333333,69,60,8720,23701,126.3768116,395.0166667,10807,3242.1,-1
jingyu.com,4,8,53,2,1.20754717,2,6.625,369,287,53766,72641,145.7073171,253.1045296,15800.875,2385.037736,-1
laohu.com,1,2,4,0.5,1,2,2,31,22,5200,10369,167.7419355,471.3181818,7784.5,3892.25,-1
126.com,3,3,42,3,0.214285714,1,14,537,462,108859,133471,202.716946,288.8982684,80776.66667,5769.761905,-1
jk.cn,2,2,23,2,0.173913043,1,11.5,88,60,8864,11071,100.7272727,184.5166667,9967.5,866.7391304,1
media-amazon.com,1,1,3,1,0.333333333,1,3,40,30,5115,20353,127.875,678.4333333,25468,8489.333333,-1
51yund.com,2,4,43,1,0.372093023,2,10.75,470,381,79675,136363,169.5212766,357.9081365,54009.5,5024.139535,-1
zhangyue03.com,3,3,7,3,1.285714286,1,2.333333333,21,11,1286,2815,61.23809524,255.9090909,1367,585.8571429,-1
colornote.com,1,2,2,0.5,2,2,1,18,14,1884,6828,104.6666667,487.7142857,4356,4356,-1
mincdn.com,1,2,5,0.5,0.8,2,2.5,15,0,900,0,60,0,450,180,-1
babybus.com,1,1,4,1,0.25,1,4,9,5,456,300,50.66666667,60,756,189,-1
ukelink.com,1,4,19,0.25,0.842105263,4,4.75,116,98,9495,14728,81.85344828,150.2857143,6055.75,1274.894737,-1
teekart.com,1,13,1819,0.076923077,0.092908191,13,139.9230769,30438,30004,5727614,1603056,188.1731388,53.42807626,563897.6923,4030.054975,1
iuwzs.com,1,1,22,1,0.045454545,1,22,83,0,4980,0,60,0,4980,226.3636364,-1
coherent.com,1,1,1,1,1,1,1,79,54,91965,8072,1164.113924,149.4814815,100037,100037,-1
smartbeop.com,1,2,1198,0.5,0.003338898,2,599,8018,7894,5107064,320128,636.9498628,40.55333164,2713596,4530.210351,-1
uni-test.com,1,1,5,1,0.2,1,5,20,0,1200,0,60,0,1200,240,-1
rmryun.com,1,3,289,0.333333333,0.031141869,3,96.33333333,1524,984,137644,114090,90.3175853,115.945122,83911.33333,871.0519031,-1
mobike.com,156,403752,17165644,0.060274624,9496.624625,2588.153846,42.51531633,61662665,62671582,3858969256,3407405722,62.58194089,54.36923105,17997.12442,423.309197,1
remoteupdate.cn,23,339,958,1.560471977,119.9592902,14.73913043,2.825958702,4878,3583,368272,191140,75.49651497,53.3463578,1650.182891,583.9373695,-1
moqikaka.com,1,1,1,1,1,1,1,16,13,1871,6866,116.9375,528.1538462,8737,8737,-1
gzlujiao.com,1,1,1,1,1,1,1,4,2,180,92,45,46,272,272,-1
ycqpmall.com,1,1,671,1,0.001490313,1,671,1358,0,76224,0,56.12960236,0,76224,113.5976155,1
txslicai.com,39,42,383,36.21428571,4.605744125,1.076923077,9.119047619,13867,17605,926850,18996324,66.83853754,1079.030048,474361.2857,52018.73107,-1
bingapis.com,1,1,2,1,0.5,1,2,18,18,1910,6116,106.1111111,339.7777778,8026,4013,-1
vicp.net,1,1,7,1,0.142857143,1,7,49,42,8236,2625,168.0816327,62.5,10861,1551.571429,0
sreminder.cn,1,1,2,1,0.5,1,2,14,10,1805,6457,128.9285714,645.7,8262,4131,-1
tencent-cloud.com,66,109,494,39.96330274,24.05060729,1.651515152,4.532110092,4628,3621,948174,1401465,204.877701,387.038111,21556.3211,4756.354251,-1
kindoer.net,1,1,7,1,0.142857143,1,7,27,19,3493,3627,129.3703704,190.8947368,7120,1017.142857,-1
qiniucdn.com,6,6,85,6,0.423529412,1,14.16666667,1019,1114,87754,1260825,86.11776251,1131.79982,224763.1667,15865.63529,-1
titicaca-corp.com,1,1,7,1,0.142857143,1,7,123,116,13436,48803,109.2357724,420.7155172,62239,8891.285714,-1
msn.com,6,10,125,3.599999999,0.8,1.666666667,12.5,893,1314,64290,873369,71.99328108,664.6643836,93765.9,7501.272,-1
mookie1.com,3,3,9,3,1,1,3,57,30,5680,8765,99.64912281,292.1666667,4815,1605,-1
a9gps.com,4,8,494,2,0.129554656,2,61.75,4487,4230,503175,223849,112.1406285,52.91938534,90878,1471.708502,1
microsoft.com,97,150,2858,62.72666665,7.87263821,1.546391753,19.05333333,152501,280660,12972029,372634935,85.06192746,1327.709453,2570713.093,134921.9608,-1
xsgps.com,2,168,7312,0.023809524,3.859956237,84,43.52380952,109652,99436,61462871,4152886,560.5266753,41.76441128,390569.9821,8973.708561,-1
iok.la,1,1,13,1,0.076923077,1,13,105,99,5845,5292,55.66666667,53.45454545,11137,856.6923077,0
tcy365.net,1,2,69,0.5,0.057971014,2,34.5,393,269,57651,47619,146.6946565,177.0223048,52635,1525.652174,-1
gzsj2.com,1,1,4,1,0.25,1,4,36,25,4358,5840,121.0555556,233.6,10198,2549.5,-1
lierda.com,1,2,4,0.5,1,2,2,12,0,936,0,78,0,468,234,-1
sgiggle.com,1,1,2,1,0.5,1,2,2,0,628,0,314,0,628,314,-1
mysmartcars.net,2,3,439,1.333333333,0.020501139,1.5,146.3333333,17846,11588,1762345,886468,98.75294184,76.49879185,882937.6667,6033.742597,-1
ilikesponsorad.com,1,1,3,1,0.333333333,1,3,12,9,540,396,45,44,936,312,-1
oschina.net,1,1,2,1,0.5,1,2,152,106,204084,5215,1342.657895,49.19811321,209299,104649.5,-1
oneplusbbs.com,1,1,13,1,0.076923077,1,13,99,96,21369,53768,215.8484848,560.0833333,75137,5779.769231,-1
douyucdn.cn,16,22,2621,11.63636364,0.184662343,1.375,119.1363636,70415,82469,7064726,81097475,100.3298445,983.3692054,4007372.773,33636.85654,0
fxiaoke.com,1,1,16,1,0.0625,1,16,136,90,42374,5341,311.5735294,59.34444444,47715,2982.1875,-1
miaofutech.com,3,13,787,0.692307692,0.214739517,4.333333333,60.53846154,2440,1261,273027,312003,111.8963115,247.4250595,45002.30769,743.3672173,1
giantcontrol.net,4,37,3534,0.432432432,0.38737974,9.25,95.51351351,59883,60059,8049212,3365304,134.4156438,56.03330059,308500.4324,3229.913978,1
anythingstudio.com.cn,1,2,254,0.5,0.015748031,2,127,1850,996,143491,60940,77.5627027,61.18473896,102215.5,804.8464567,1
de0.cc,3,3,37,3,0.243243243,1,12.33333333,234,164,27877,16595,119.1324786,101.1890244,14824,1201.945946,-1
tlsxdh.com,1,1,1,1,1,1,1,6,5,834,507,139,101.4,1341,1341,-1
jaalee.com,1,1,172,1,0.005813953,1,172,1025,1320,436504,359979,425.857561,272.7113636,796483,4630.715116,1
evcard.com,1,1,1,1,1,1,1,9,7,708,3438,78.66666667,491.1428571,4146,4146,-1
xavingtsun.com,1,1,1,1,1,1,1,40,38,2533,38895,63.325,1023.552632,41428,41428,-1
duiba.com.cn,4,4,17,4,0.941176471,1,4.25,282,258,64259,142368,227.8687943,551.8139535,51656.75,12154.52941,-1
heweather.com,2,11,15,0.363636364,8.066666665,5.5,1.363636364,199,156,15008,103529,75.41708543,663.6474359,10776.09091,7902.466667,-1
dftcmedia.com,1,29,1075,0.034482759,0.782325581,29,37.06896552,18364,10781,1286145,690137,70.03621215,64.01419163,68147.65517,1838.40186,1
zhizongiot.com,1,22,4378,0.045454545,0.110552764,22,199,64167,64013,3235630,2737196,50.42514065,42.76000187,271492.0909,1364.281864,1
hfbank.com.cn,1,1,20,1,0.05,1,20,599,915,53090,959279,88.63105175,1048.39235,1012369,50618.45,-1
chinawas.com,3,6,347,1.5,0.103746398,2,57.83333333,6163,3808,535042,396605,86.81518741,104.1504727,155274.5,2684.861671,1
91greenpower.com,1,1,5,1,0.2,1,5,45,37,6629,2261,147.3111111,61.10810811,8890,1778,1
fingerflyapp.com,2,2,6,2,0.666666667,1,3,115,110,7044,111947,61.25217391,1017.7,59495.5,19831.83333,-1
hddhhn.com,2,2,4,2,1,1,2,533,641,22582,883675,42.36772983,1378.588144,453128.5,226564.25,-1
fudan.edu.cn,1,6,317,0.166666667,0.113564669,6,52.83333333,317,0,24092,0,76,0,4015.333333,76,-1
sharesdk.cn,53,60,437,46.81666665,8.23798627,1.132075472,7.283333333,2118,1592,281019,209130,132.6813031,131.3630653,8169.15,1121.622426,-1
beaconsinspace.com,1,1,146,1,0.006849315,1,146,1865,1527,439017,683391,235.3978552,447.5383104,1122408,7687.726027,-1
51wyfl.com,1,1,2,1,0.5,1,2,15,10,820,588,54.66666667,58.8,1408,704,-1
99bicycle.com,11,39923,3898668,0.003030834,408.8180704,3629.363636,97.65468527,27755857,15368363,1659226322,1073849714,59.77932232,69.8740467,68458.68387,701.0281553,1
bianjieshen.cn,1,1,183,1,0.005464481,1,183,692,289,46147,39127,66.68641618,135.3875433,85274,465.9781421,-1
360qws.cn,10,26983,2768453,0.003706037,262.9924688,2698.3,102.5998962,9105575,5739810,1125738162,848962362,123.6317489,147.9077464,73183.13471,713.2866348,-1
unpkg.com,2,2,4,2,1,1,2,106,113,7653,79792,72.19811321,706.1238938,43722.5,21861.25,-1
ermms.cn,1,1,19,1,0.052631579,1,19,144,136,7752,5988,53.83333333,44.02941176,13740,723.1578947,-1
keke.cn,29,32,172,26.28125,5.953488372,1.103448276,5.375,1105,905,140247,95723,126.920362,105.7712707,7374.0625,1371.918605,0
mo-huan.com,16,915,53738,0.279781421,15.57975734,57.1875,58.73005464,531672,381986,64718712,21879383,121.7267639,57.27797092,94642.72678,1611.487123,1
globalsign.net,2,2,3,2,1.333333333,1,1.5,58,56,3301,10519,56.9137931,187.8392857,6910,4606.666667,-1
familymart.com.cn,2,5,142,0.8,0.176056338,2.5,28.4,1326,1362,177401,1298830,133.7865762,953.6196769,295246.2,10395.99296,1
iycdm.com,4,5,65,3.2,0.384615385,1.25,13,1630,3019,112263,3642907,68.87300613,1206.660152,751034,57771.84615,-1
solar365.cn,3,28,81,0.321428571,9.679012345,9.333333333,2.892857143,681,601,48946,210122,71.87371512,349.6206323,9252.428571,3198.37037,1
reddit.com,1,4,4,0.25,4,4,1,23,18,2222,3096,96.60869565,172,1329.5,1329.5,-1
fusionunix.com,2,8,914,0.5,0.070021882,4,114.25,119330,217689,8159507,12737754,68.37766697,58.51353996,2612157.625,22863.52407,1
duokan.com,50,73,984,34.24657534,5.415650408,1.46,13.47945205,14232,14378,3178347,11674932,223.3239882,811.9997218,203469.5753,15094.79573,-1
myrotationurl.com,1,1,3,1,0.333333333,1,3,10,7,1390,1294,139,184.8571429,2684,894.6666667,-1
e-bus.cc,2,59,297,0.06779661,11.72053872,29.5,5.033898305,3720,2607,607934,136038,163.4231183,52.18181818,12609.69492,2504.956229,1
sluan.com,1,1,1,1,1,1,1,2,0,474,0,237,0,474,474,1
lotteomni.com,1,2,5,0.5,0.8,2,2.5,21,0,1260,0,60,0,630,252,-1
expedia.com,1,1,4,1,0.25,1,4,46,31,22984,9429,499.6521739,304.1612903,32413,8103.25,-1
51mypc.cn,2,3,8,1.333333333,1.125,1.5,2.666666667,25,17,1192,720,47.68,42.35294118,637.3333333,239,0
sf-express.com,14,353,45993,0.555240793,2.70930359,25.21428571,130.2917847,605108,504153,95500656,237286525,157.8241504,470.6637172,942739.8895,7235.605005,1
huadongmedia.com,1,1,1,1,1,1,1,33,31,2106,40453,63.81818182,1304.935484,42559,42559,-1
userhabit.io,1,1,1,1,1,1,1,18,14,3431,6753,190.6111111,482.3571429,10184,10184,-1
aslk.me,2,25,176,0.16,3.551136364,12.5,7.04,695,678,55740,41713,80.20143885,61.52359882,3898.12,553.7102273,-1
airtrack.jp,1,1,3,1,0.333333333,1,3,44,39,5147,17939,116.9772727,459.974359,23086,7695.333333,-1
wificonnect.cn,1,2,418,0.5,0.009569378,2,209,2157,2098,265487,261552,123.0815948,124.6673022,263519.5,1260.858852,1
kaspersky.com,12,13,68,11.07692308,2.485294118,1.083333333,5.230769231,1158,3783,70329,4882333,60.73316062,1290.598202,380974,72833.26471,-1
adups.com,13,28,740,6.035714285,1.059459459,2.153846154,26.42857143,3921,3130,520385,443376,132.717419,141.6536741,34420.03571,1302.37973,0
duowan.com,29,87,402,9.666666667,18.82835821,3,4.620689655,4086,3036,283695,848181,69.43098385,279.3745059,13010.06897,2815.61194,-1
familydoctor.com.cn,7,7,69,7,0.710144928,1,9.857142857,8401,8850,445946,11448006,53.08249018,1293.56,1699136,172376.1159,-1
fairsense.cn,5,189,6396,0.132275132,5.584896811,37.8,33.84126984,817171,442154,124387543,47528839,152.2172752,107.4938573,909610.4868,26878.7339,1
kunluncan.com,1,1,3,1,0.333333333,1,3,3160,7624,138845,10477114,43.93829114,1374.227964,10615959,3538653,-1
fusetracking.com,1,1,2,1,0.5,1,2,12,8,1268,1266,105.6666667,158.25,2534,1267,-1
bcebos.com,81,101,1000,64.96039605,10.201,1.24691358,9.900990099,77656,129451,4415959,171993369,56.86565108,1328.636851,1746627.01,176409.328,-1
wezhuiyi.com,5,5,10,5,2.5,1,2,97,81,10552,42063,108.7835052,519.2962963,10523,5261.5,-1
linkcld.com,2,3,15,1.333333333,0.6,1.5,5,1058,710,102620,49219,96.99432892,69.32253521,50613,10122.6,-1
amwaynet.com.cn,1,2,114,0.5,0.035087719,2,57,1393,1755,161358,949146,115.8348887,540.8239316,555252,9741.263158,-1
chosun.com,1,1,1,1,1,1,1,50,68,3350,80159,67,1178.808824,83509,83509,-1
anzhi.com,2,5,18,0.8,1.388888889,2.5,3.6,127,99,14083,30734,110.8897638,310.4444444,8963.4,2489.833333,-1
frnapi.com,1,1,9,1,0.111111111,1,9,28,32,1950,2134,69.64285714,66.6875,4084,453.7777778,-1
chinamobile.com,12,30,735,4.8,1.224489796,2.5,24.5,12204,13871,1153527,15063563,94.52040315,1085.975272,540569.6667,22064.06803,-1
lbszd.com,6,61,6350,0.590163934,0.585984252,10.16666667,104.0983607,28724,0,1278016,0,44.49296755,0,20951.08197,201.2623622,-1
fzyjch.com,1,12,1752,0.083333333,0.082191781,12,146,21682,21688,1756177,1133446,80.99700212,52.26143489,240801.9167,1649.328196,-1
samsungiotcloud.cn,2,11,44,0.363636364,2.75,5.5,4,479,499,24262,472772,50.65135699,947.4388778,45184.90909,11296.22727,-1
sdqoi2d.com,1,1,10,1,0.1,1,10,76,55,12654,20414,166.5,371.1636364,33068,3306.8,-1
certosa.com,1,2,200,0.5,0.02,2,100,2275,2266,362081,91240,159.1564835,40.26478376,226660.5,2266.605,1
srcbt.com,1,2,37,0.5,0.108108108,2,18.5,2110,2122,311744,2140914,147.7459716,1008.913289,1226329,66288.05405,-1
52muyou.com,2,3,109,1.333333333,0.082568807,1.5,36.33333333,1642,1572,122657,1897945,74.69975639,1207.344148,673534,18537.63303,-1
4wishes.cn,1,2,55,0.5,0.072727273,2,27.5,4985,2627,217550,112206,43.64092277,42.71259992,164878,5995.563636,1
paypalobjects.com,1,1,1,1,1,1,1,16,11,1583,4943,98.9375,449.3636364,6526,6526,-1
smardroid.com,1,2,2,0.5,2,2,1,17,15,2754,6773,162,451.5333333,4763.5,4763.5,-1
appmoa.org,1,1,1,1,1,1,1,6,5,557,639,92.83333333,127.8,1196,1196,-1
taou.com,2,3,21,1.333333333,0.428571429,1.5,7,227,180,46073,83975,202.9647577,466.5277778,43349.33333,6192.761905,-1
cferw.com,3,3,6,3,1.5,1,2,31,20,2528,2618,81.5483871,130.9,1715.333333,857.6666667,-1
linkse.com.cn,1,1,98,1,0.010204082,1,98,118,117,5192,4680,44,40,9872,100.7346939,-1
bondisk.com,1,1,707,1,0.001414427,1,707,4934,4305,926790,1473909,187.8374544,342.3714286,2400699,3395.613861,-1
remotemdvr.net,3,4,1835,2.250000001,0.008719346,1.333333333,458.75,3045,0,182700,0,60,0,45675,99.5640327,1
yangkeduo.com,134,206,13973,87.16504853,3.036999928,1.537313433,67.83009709,253328,332879,24824345,355156082,97.99289853,1066.922461,1844565.18,27193.90446,0
bytecdn.cn,84,162,791,43.55555555,33.17825538,1.928571429,4.882716049,34519,46817,1968775,59410198,57.03453171,1268.987718,378882.5494,77596.67889,-1
google.com.hk,16,32,112,8,9.142857143,2,3.5,364,0,21416,0,58.83516484,0,669.25,191.2142857,-1
wlandata.com,2,5,72,0.8,0.347222222,2.5,14.4,110,0,5174,0,47.03636364,0,1034.8,71.86111111,-1
rcc086.com,5,32,913,0.78125,1.121577218,6.4,28.53125,5594,5513,895916,294408,160.1565964,53.40250317,37197.625,1303.750274,1
netease.com,141,209,3678,95.12440188,11.87629147,1.482269504,17.59808612,304394,817535,17088857,1114971867,56.14058424,1363.82157,5416558.488,307792.4753,0
vamaker.com,2,2,16,2,0.25,1,8,97,83,11571,13077,119.2886598,157.5542169,12324,1540.5,-1
ireadercity.com,2,3,5,1.333333333,1.8,1.5,1.666666667,74,77,8627,35206,116.5810811,457.2207792,14611,8766.6,-1
sdhdbd1.com,2,2,16,2,0.25,1,8,34188,40643,2737722,56363175,80.07844858,1386.786778,29550448.5,3693806.063,-1
aliexpress.com,5,5,100,5,0.25,1,20,625,627,83247,74839,133.1952,119.3604466,31617.2,1580.86,-1
ebeiben.com,9,69,7386,1.173913043,0.644597888,7.666666667,107.0434783,59422,42231,3951607,2132191,66.50074047,50.48876418,88170.98551,823.6932034,-1
