domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,ups,dps,ubs,dbs,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
report.xiaoe-tech.com,1,1,1,1,1,1,1,9,7,715,3878,79.44444444,554,4593,4593,-1,xiaoe-tech.com
static.qiuqiusd.com,1,1,17,1,0.058823529,1,17,158,201,14178,252950,89.73417722,1258.457711,267128,15713.41176,-1,qiuqiusd.com
www.anjuke.com,2,2,9,2,0.444444444,1,4.5,114,112,9328,99662,81.8245614,889.8392857,54495,12110,1,anjuke.com
sso.jdpay.com,1,1,1,1,1,1,1,9,9,2243,6016,249.2222222,668.4444444,8259,8259,-1,jdpay.com
dl.xmkanshu.com,1,1,17,1,0.058823529,1,17,152,120,19579,76358,128.8092105,636.3166667,95937,5643.352941,1,xmkanshu.com
223-112-5-227-node.xunyou.mobi,2,2,8,2,0.5,1,4,19342,34864,2680950,4349661,138.6076931,124.7608134,3515305.5,878826.375,-1,xunyou.mobi
mqq.tenpay.com,7,7,11,7,4.454545455,1,1.571428571,109,91,13757,39293,126.2110092,431.7912088,7578.571429,4822.727273,-1,tenpay.com
kr.ixiaa.com,1,1,9,1,0.111111111,1,9,65,51,6579,31856,101.2153846,624.627451,38435,4270.555556,-1,ixiaa.com
c.innotechx.com,3,3,28,3,0.321428571,1,9.333333333,252,184,39873,36952,158.2261905,200.826087,25608.33333,2743.75,-1,innotechx.com
d0.gps228.com,3,6,482,1.5,0.074688797,2,80.33333333,14525,14141,1907437,742676,131.3209639,52.51934092,441685.5,5498.159751,0,gps228.com
mijichn.oicp.net,1,1,7,1,0.142857143,1,7,148,196,12211,244346,82.50675676,1246.663265,256557,36651,-1,oicp.net
pixel.tapad.com,1,2,6,0.5,0.666666667,2,3,83,89,10591,13804,127.6024096,155.1011236,12197.5,4065.833333,-1,tapad.com
m.origins.com.cn,1,1,92,1,0.010869565,1,92,3349,4758,308671,5177033,92.16810988,1088.069147,5485704,59627.21739,-1,origins.com.cn
isdk.oppomobile.com,6,6,57,6,0.631578947,1,9.5,376,354,37157,96078,98.82180851,271.4067797,22205.83333,2337.45614,1,oppomobile.com
s2.pstatp.com,6,6,9,6,4,1,1.5,78,58,8539,30738,109.474359,529.9655172,6546.166667,4364.111111,1,pstatp.com
jwc-mp.jeppesen.com,2,2,87,2,0.045977011,1,43.5,2776,3592,217960,4738056,78.51585014,1319.057906,2478008,56965.70115,-1,jeppesen.com
rtb-csync.smartadserver.com,1,1,1,1,1,1,1,6,6,929,753,154.8333333,125.5,1682,1682,-1,smartadserver.com
app.masget.com,1,2,12,0.5,0.333333333,2,6,113,92,7920,5299,70.08849558,57.59782609,6609.5,1101.583333,-1,masget.com
netkr.antrtb.com,1,1,2,1,0.5,1,2,2,1,104,52,52,52,156,78,-1,antrtb.com
d2qmdcga8xwxzj.cloudfront.net,1,1,1,1,1,1,1,5,4,597,694,119.4,173.5,1291,1291,-1,cloudfront.net
ad.cread.com,2,2,31,2,0.129032258,1,15.5,193,150,32370,40551,167.7202073,270.34,36460.5,2352.290323,-1,cread.com
nocutnews.co.kr,1,1,35,1,0.028571429,1,35,132,367,23250,408362,176.1363636,1112.702997,431612,12331.77143,-1,co.kr
d1dc99nynwdd9f.cloudfront.net,1,1,2,1,0.5,1,2,2,0,104,0,52,0,104,52,-1,cloudfront.net
jr2.gghypt.net,2,2,100,2,0.04,1,50,4113,3549,188280,141960,45.77680525,40,165120,3302.4,1,gghypt.net
criteo-sync.teads.tv,1,1,2,1,0.5,1,2,31,26,4742,7369,152.9677419,283.4230769,12111,6055.5,-1,teads.tv
videoservice.hicloud.com,1,1,36,1,0.027777778,1,36,387,404,60984,145043,157.5813953,359.0173267,206027,5722.972222,1,hicloud.com
linkback.contentsfeed.com,1,1,4,1,0.25,1,4,29,88,2497,56620,86.10344828,643.4090909,59117,14779.25,-1,contentsfeed.com
shahe.baidu.com,1,1,4,1,0.25,1,4,11,0,688,0,62.54545455,0,688,172,1,baidu.com
iot.emmars.cn,12,4117,377077,0.034976925,44.95020646,343.0833333,91.59023561,2671536,2711370,250437084,276908676,93.74273227,102.1286936,128089.813,1398.509482,0,emmars.cn
pinghot.qq.com,70,70,839,70,5.840286055,1,11.98571429,5074,4026,1322751,704779,260.691959,175.0568803,28964.71429,2416.603099,1,qq.com
lbs.dola520.com,9,30032,208245,0.002697123,4331.057283,3336.888889,6.934103623,837048,717189,66836177,59459503,79.84748425,82.90632316,4205.370272,606.47641,1,dola520.com
iocp.wwvas.com,13,60,4244,2.816666667,0.848256362,4.615384615,70.73333333,39253,23739,2705845,1363582,68.93345732,57.44058301,67823.78333,958.8659284,0,wwvas.com
vw.vcyberobd.com,2,215,2270,0.018604651,20.36343612,107.5,10.55813953,27466,18090,2701478,1121732,98.35716886,62.00840243,17782.37209,1684.23348,0,vcyberobd.com
www.mk-dog.com,1,517,4449,0.001934236,60.07844459,517,8.605415861,7215,2819,423670,191674,58.72072072,67.99361476,1190.220503,138.3106316,-1,mk-dog.com
wx.gtimg.com,91,96,630,86.26041667,14.62857143,1.054945055,6.5625,17181,25763,1153531,32004385,67.13992201,1242.261577,345394.9583,52631.6127,1,gtimg.com
bbs-static.ppmoney.com,16,32,3629,8,0.282171397,2,113.40625,28622,22336,1828835,7638807,63.89612885,341.9952991,295863.8125,2608.884541,0,ppmoney.com
adservice.google.com,22,56,412,8.642857143,7.611650485,2.545454545,7.357142857,6258,7153,1146084,4706944,183.1390221,658.0377464,104518.3571,14206.37864,1,google.com
v3-dy.ixigua.com,45,46,749,44.02173913,2.825100134,1.022222222,16.2826087,321701,1033981,14469829,1427573171,44.97912347,1380.657063,31348760.87,1925291.055,-1,ixigua.com
certificates.godaddy.com,3,3,4,3,2.25,1,1.333333333,35,34,2537,12796,72.48571429,376.3529412,5111,3833.25,-1,godaddy.com
ait103.analysys.cn,7,7,28,7,1.75,1,4,133,87,35033,8966,263.406015,103.0574713,6285.571429,1571.392857,-1,analysys.cn
push.vivo.com.cn,33,34,177,32.02941176,6.531073446,1.03030303,5.205882353,9233,17628,666406,23336822,72.17654067,1323.849671,705977.2941,135611.4576,1,vivo.com.cn
www.shgps.net,20,149,275918,2.684563758,0.080462311,7.45,1851.798658,857575,376513,73128054,18502281,85.27307116,49.14114785,614968.6913,332.0926326,0,shgps.net
htdata.qq.com,4,4,6,4,2.666666667,1,1.5,33,30,3817,5238,115.6666667,174.6,2263.75,1509.166667,1,qq.com
mpush-api.aliyun.com,5,9,82,2.777777778,0.987804878,1.8,9.111111111,366,254,34073,57717,93.09562842,227.2322835,10198.88889,1119.390244,1,aliyun.com
selfservice.ceair.com,5,7,183,3.571428571,0.267759563,1.4,26.14285714,3850,3612,492047,2393400,127.8044156,662.6245847,412206.7143,15767.46995,0,ceair.com
device.xiaomaoqiu.com,1,4,464,0.25,0.034482759,4,116,2514,2566,278998,127228,110.9777247,49.58222915,101556.5,875.487069,0,xiaomaoqiu.com
zhizi.qq.com,16,16,38,16,6.736842105,1,2.375,176,6,11375,404,64.63068182,67.33333333,736.1875,309.9736842,1,qq.com
enjoy.abchina.com,2,2,30,2,0.133333333,1,15,609,914,65167,907614,107.0065681,993.0131291,486390.5,32426.03333,0,abchina.com
cdn.cootekservice.com,8,9,46,7.111111111,1.760869565,1.125,5.111111111,350,335,33134,252424,94.66857143,753.5044776,31728.66667,6207.782609,1,cootekservice.com
server22610.teamviewer.com,1,2,3,0.5,1.333333333,2,1.5,62,52,13096,26933,211.2258065,517.9423077,20014.5,13343,1,teamviewer.com
xlog.ppmoney.com,2,2,28,2,0.142857143,1,14,412,370,91905,183321,223.0703883,495.4621622,137613,9829.5,0,ppmoney.com
res5.ecarx.com.cn,2,20,76,0.2,5.263157895,10,3.8,1008,960,57788,991012,57.32936508,1032.304167,52440,13800,0,ecarx.com.cn
a-ring.msedge.net,2,2,4,2,1,1,2,66,83,9038,29891,136.9393939,360.1325301,19464.5,9732.25,-1,msedge.net
zb.mi.com,12,12,202,12,0.712871287,1,16.83333333,1354,1346,134008,155640,98.97193501,115.6315007,24137.33333,1433.90099,1,mi.com
img1.dongqiudi.com,4,5,10,3.2,2.5,1.25,2,160,159,12424,114268,77.65,718.6666667,25338.4,12669.2,-1,dongqiudi.com
box.binfenhezi.com,1,3,138,0.333333333,0.065217391,3,46,694,743,57384,40122,82.68587896,54,32502,706.5652174,-1,binfenhezi.com
tc.cusoun.com,2,59,8606,0.06779661,0.404485243,29.5,145.8644068,212996,135427,12321620,7231275,57.84906759,53.39611008,331405,2272.00732,0,cusoun.com
v2.iweekapi.com,1,1,2,1,0.5,1,2,14,12,1437,4637,102.6428571,386.4166667,6074,3037,-1,iweekapi.com
duoyi.com,1,1,7,1,0.142857143,1,7,37,6,3108,504,84,84,3612,516,-1,duoyi.com
helpnewsrepublicsohu1.ksmobile.com,9,12,91,6.75,1.582417582,1.333333333,7.583333333,420,242,52258,28460,124.4238095,117.6033058,6726.5,887.010989,0,ksmobile.com
inbox.google.com,3,7,79,1.285714286,0.620253165,2.333333333,11.28571429,291,0,17460,0,60,0,2494.285714,221.0126582,1,google.com
stat.adsunflower.cn,2,4,13,1,1.230769231,2,3.25,58,45,8561,6527,147.6034483,145.0444444,3772,1160.615385,1,adsunflower.cn
down.linuxjoin.com,1,1,23,1,0.043478261,1,23,253,203,43041,47765,170.1225296,235.2955665,90806,3948.086957,-1,linuxjoin.com
cn.tinylogics.com,1,1,1,1,1,1,1,12,18,1404,6349,117,352.7222222,7753,7753,-1,tinylogics.com
data.ea.com,1,1,2,1,0.5,1,2,20,20,5655,6216,282.75,310.8,11871,5935.5,-1,ea.com
mail.21cn.net,5,5,34,5,0.735294118,1,6.8,595,705,40370,671238,67.8487395,952.1106383,142321.6,20929.64706,-1,21cn.net
sas.qq.com,6,6,20,6,1.8,1,3.333333333,293,202,39275,26525,134.0443686,131.3118812,10966.66667,3290,1,qq.com
wf.meizu.com,1,1,5,1,0.2,1,5,44,34,2810,19096,63.86363636,561.6470588,21906,4381.2,1,meizu.com
crs.baidu.com,1,1,1,1,1,1,1,28,33,3274,24851,116.9285714,753.0606061,28125,28125,1,baidu.com
memberwsdl.vivo.com.cn,1,1,1,1,1,1,1,21,23,1451,22741,69.0952381,988.7391304,24192,24192,1,vivo.com.cn
paimgcdn.baidu.com,1,1,1,1,1,1,1,9,8,603,4636,67,579.5,5239,5239,1,baidu.com
www.hellodd.com,1,1,11,1,0.090909091,1,11,60,40,6784,2996,113.0666667,74.9,9780,889.0909091,-1,hellodd.com
ledserver.jifenzhi.com,2,3,256,1.333333333,0.03515625,1.5,85.33333333,5798,5587,246641,226376,42.53897896,40.51834616,157672.3333,1847.722656,0,jifenzhi.com
zhushou.360.cn,1,1,1,1,1,1,1,11,10,1193,7705,108.4545455,770.5,8898,8898,1,360.cn
ekl.tptri.cn,1,3,46,0.333333333,0.195652174,3,15.33333333,2147,1313,185228,91013,86.27293898,69.31683168,92080.33333,6005.23913,0,tptri.cn
pnsmqtt-server.jdpay.com,4,4,64,4,0.25,1,16,197,180,15042,8940,76.35532995,49.66666667,5995.5,374.71875,-1,jdpay.com
server22705.teamviewer.com,1,1,2,1,0.5,1,2,36,29,6185,8179,171.8055556,282.0344828,14364,7182,1,teamviewer.com
yapi.haohaozhu.com,1,1,1,1,1,1,1,19,12,2790,4198,146.8421053,349.8333333,6988,6988,-1,haohaozhu.com
vipthz.com,1,1,1,1,1,1,1,9,8,578,2362,64.22222222,295.25,2940,2940,-1,vipthz.com
aks.jdpay.com,2,2,55,2,0.072727273,1,27.5,299,274,99501,21728,332.7792642,79.29927007,60614.5,2204.163636,-1,jdpay.com
msp02.claaiot.com,1,1,121,1,0.008264463,1,121,5124,4865,491698,271866,95.95979703,55.88201439,763564,6310.446281,-1,claaiot.com
web0.zhiwa-tec.com,1,1,48,1,0.020833333,1,48,291,212,48232,30302,165.7457045,142.9339623,78534,1636.125,-1,zhiwa-tec.com
s.inextpos.com,1,3,154,0.333333333,0.058441558,3,51.33333333,1086,840,231600,141450,213.2596685,168.3928571,124350,2422.402597,0,inextpos.com
gt200t.iotchs.xyz,22,1422,51008,0.340365682,39.64248745,64.63636364,35.87060478,605083,489287,45131919,27776184,74.58798049,56.76869404,51271.5211,1429.346436,-1,iotchs.xyz
wtds.zemt.cn,8,76,896,0.842105263,6.446428571,9.5,11.78947368,64931,61962,24153113,3214752,371.9812262,51.88263775,360103.4868,30544.49219,0,zemt.cn
itunes.apple.com,130,198,2935,85.35353535,13.35741056,1.523076923,14.82323232,56346,65788,7101847,53982698,126.0399496,820.55539,308507.803,20812.45145,1,apple.com
hudong.alicdn.com,50,52,648,48.07692308,4.172839506,1.04,12.46153846,33746,50758,1792016,60921473,53.10306407,1200.233914,1206028.635,96780.07562,1,alicdn.com
time-b.nist.gov,15,152,542,1.480263158,42.62730627,10.13333333,3.565789474,1374,153,104452,11628,76.02037846,76,763.6842105,214.1697417,1,nist.gov
secure-chn.imrworldwide.com,4,4,6,4,2.666666667,1,1.5,46,19,4535,3420,98.58695652,180,1988.75,1325.833333,-1,imrworldwide.com
apps.oppomobile.com,109,123,1655,96.59349593,9.141389728,1.128440367,13.45528455,23005,29110,1799348,25291636,78.21551837,868.8298179,220251.9024,16369.17462,1,oppomobile.com
e7.whatsapp.net,20,41,153,9.756097561,10.9869281,2.05,3.731707317,500,6,36538,240,73.076,40,897.0243902,240.379085,1,whatsapp.net
1252177871.tencentclb.com,13,13,87,13,1.942528736,1,6.692307692,759,611,212253,111855,279.6482213,183.0687398,24931.38462,3725.37931,-1,tencentclb.com
p3.pstatp.com,42,52,524,33.92307692,5.160305344,1.238095238,10.07692308,36953,88242,1747422,117454607,47.28768977,1331.051053,2292346.712,227484.7882,1,pstatp.com
alt8-mtalk.google.com,10,35,182,2.857142857,6.730769231,3.5,5.2,1467,1270,129616,366434,88.35446489,288.5307087,14172.85714,2725.549451,1,google.com
lt.starhuo.cn,1,1,1,1,1,1,1,8,7,1131,1485,141.375,212.1428571,2616,2616,-1,starhuo.cn
wpa.qq.com,4,4,12,4,1.333333333,1,3,69,54,11933,13768,172.942029,254.962963,6425.25,2141.75,1,qq.com
v5.438vip.com,1,1,4,1,0.25,1,4,5636,7868,336378,10888231,59.68381831,1383.862608,11224609,2806152.25,-1,438vip.com
inner.bbk.com,4,4,17,4,0.941176471,1,4.25,125,108,11070,22007,88.56,203.7685185,8269.25,1945.705882,-1,bbk.com
de-cgn-pls-r002.teamviewer.com,2,3,24,1.333333333,0.375,1.5,8,259,199,22037,27092,85.08494208,136.1407035,16376.33333,2047.041667,1,teamviewer.com
private.vrcp51.com,9,14,7475,5.785714286,0.026220736,1.555555556,533.9285714,12856,12077,912299,533364,70.9628967,44.16361679,103261.6429,193.3997324,0,vrcp51.com
jxgps.7766.org,2,4,77,1,0.207792208,2,19.25,936,811,61263,42952,65.45192308,52.96177559,26053.75,1353.441558,-1,7766.org
tpf.iboxpay.com,1,1,1,1,1,1,1,13,11,1487,5900,114.3846154,536.3636364,7387,7387,0,iboxpay.com
mail.uni-test.com,1,1,5,1,0.2,1,5,20,0,1200,0,60,0,1200,240,-1,uni-test.com
pos.91dbq.com,1,1,3,1,0.333333333,1,3,6,0,264,0,44,0,264,88,0,91dbq.com
www.shjt.net,1,1,36,1,0.027777778,1,36,603,595,53585,783272,88.86401327,1316.423529,836857,23246.02778,-1,shjt.net
game.yy.com,4,4,148,4,0.108108108,1,37,822,689,99128,294777,120.593674,427.8330914,98476.25,2661.52027,1,yy.com
img02.taobaocdn.com,2,2,2,2,2,1,1,42,38,2678,11994,63.76190476,315.6315789,7336,7336,-1,taobaocdn.com
api.decerp.cc,1,1,1,1,1,1,1,7,6,1108,2713,158.2857143,452.1666667,3821,3821,-1,decerp.cc
www.wacdd.com,1,3,3,0.333333333,3,3,1,15,12,1194,1134,79.6,94.5,776,776,0,wacdd.com
apis.soundl.ly,1,1,1,1,1,1,1,20,13,3462,6756,173.1,519.6923077,10218,10218,-1,soundl.ly
cinema-dl.hicloud.com,5,5,11,5,2.272727273,1,2.2,1501,2572,69302,3454471,46.17055296,1343.106921,704754.6,320343,1,hicloud.com
tne.yangkeduo.com,6,6,16,6,2.25,1,2.666666667,100,78,28879,18763,288.79,240.5512821,7940.333333,2977.625,1,yangkeduo.com
dev.x9water.com,1,2,166,0.5,0.024096386,2,83,169,169,10816,6760,64,40,8788,105.8795181,0,x9water.com
paypassport.suning.com,1,1,1,1,1,1,1,15,12,2299,5164,153.2666667,430.3333333,7463,7463,1,suning.com
api.aispeech.com,6,15,70,2.4,3.214285714,2.5,4.666666667,469,292,53924,67152,114.9765458,229.9726027,8071.733333,1729.657143,-1,aispeech.com
b.scorecardresearch.com,3,3,24,3,0.375,1,8,90,65,19704,20636,218.9333333,317.4769231,13446.66667,1680.833333,-1,scorecardresearch.com
cdn.batmobi.net,3,7,15,1.285714286,3.266666667,2.333333333,2.142857143,422,577,248091,506940,587.8933649,878.5788562,107861.5714,50335.4,-1,batmobi.net
wdc.g2trk.com,1,1,2,1,0.5,1,2,9,7,1650,542,183.3333333,77.42857143,2192,1096,-1,g2trk.com
cn-aps-xmpp2.c2dms.com,1,1,23,1,0.043478261,1,23,148,120,14817,31978,100.1148649,266.4833333,46795,2034.565217,0,c2dms.com
recv-wd.gridsumdissector.com,4,4,184,4,0.086956522,1,46,480,277,197841,53574,412.16875,193.4079422,62853.75,1366.38587,-1,gridsumdissector.com
appl.800best.com,1,1,7,1,0.142857143,1,7,40,24,5169,17993,129.225,749.7083333,23162,3308.857143,0,800best.com
ip.chinaz.com,7,7,15,7,3.266666667,1,2.142857143,59,24,5122,4072,86.81355932,169.6666667,1313.428571,612.9333333,-1,chinaz.com
embedlog.duiba.com.cn,2,2,7,2,0.571428571,1,3.5,36,16,5688,1432,158,89.5,3560,1017.142857,-1,duiba.com.cn
adcssy.tanwan.com,1,1,20,1,0.05,1,20,191,197,20375,163094,106.6753927,827.8883249,183469,9173.45,1,tanwan.com
widget.perfectmarket.com,1,1,3,1,0.333333333,1,3,17,32,1983,36389,116.6470588,1137.15625,38372,12790.66667,-1,perfectmarket.com
etlog.happyelements.cn,1,1,5,1,0.2,1,5,29,16,3077,832,106.1034483,52,3909,781.8,1,happyelements.cn
factstorage.net,1,1,19,1,0.052631579,1,19,570,599,39926,800650,70.04561404,1336.644407,840576,44240.84211,-1,factstorage.net
tower.sudiyi.cn,1,1,9,1,0.111111111,1,9,18,0,1008,0,56,0,1008,112,0,sudiyi.cn
up.qiniu.com,1,1,1,1,1,1,1,26,24,24886,1804,957.1538462,75.16666667,26690,26690,0,qiniu.com
p.cloudbrain.pro,2,2,2,2,2,1,1,11,7,734,5444,66.72727273,777.7142857,3089,3089,-1,cloudbrain.pro
ss0.baidu.com,1,1,18,1,0.055555556,1,18,62,46,5222,22091,84.22580645,480.2391304,27313,1517.388889,1,baidu.com
p27-keyvalueservice.icloud.com,15,18,49,12.5,6.612244898,1.2,2.722222222,477,378,54947,169439,115.1928721,448.2513228,12465.88889,4579.306122,1,icloud.com
ems.youku.com,25,26,257,24.03846154,2.630350195,1.04,9.884615385,2130,1617,347027,491420,162.9234742,303.9084725,32247.96154,3262.439689,1,youku.com
ups.ksmobile.net,21,29,560,15.20689655,1.501785714,1.380952381,19.31034483,3932,3562,475857,1084477,121.0216175,304.4573273,53804.62069,2786.310714,-1,ksmobile.net
interface.x9water.com,6,52,4340,0.692307692,0.623041475,8.666666667,83.46153846,30605,30421,2842434,1627778,92.87482438,53.50836593,85965.61538,1030.002765,0,x9water.com
d3g.qq.com,62,64,326,60.0625,12.56441718,1.032258065,5.09375,106755,285709,5759085,397210919,53.94674722,1390.263936,6296406.313,1236104.307,1,qq.com
shouji1.17u.cn,95,105,632,85.95238095,17.44462025,1.105263158,6.019047619,18124,35408,2111446,38837216,116.5,1096.848622,389987.2571,64792.18671,-1,17u.cn
apitrip.meituan.com,13,13,42,13,4.023809524,1,3.230769231,496,370,146779,180007,295.9254032,486.5054054,25137.38462,7780.619048,1,meituan.com
cn.ntp.org.cn,4,23,24,0.695652174,22.04166667,5.75,1.043478261,24,18,1852,1368,77.16666667,76,140,134.1666667,1,ntp.org.cn
fus.lenovomm.com,1,1,2,1,0.5,1,2,14,13,1800,2996,128.5714286,230.4615385,4796,2398,1,lenovomm.com
tsinghua.co.kr,1,1,35,1,0.028571429,1,35,252,234,36941,110219,146.5912698,471.0213675,147160,4204.571429,-1,co.kr
hw.118114.net,6,6,13,6,2.769230769,1,2.166666667,63,43,7240,3875,114.9206349,90.11627907,1852.5,855,-1,118114.net
widget.weibo.com,1,1,1,1,1,1,1,12,11,1352,10194,112.6666667,926.7272727,11546,11546,-1,weibo.com
p57-quota.icloud.com,19,20,113,18.05,3.539823009,1.052631579,5.65,1703,1365,261232,840609,153.395185,615.8307692,55092.05,9750.80531,1,icloud.com
cpull.360.cn,11,13,81,9.307692308,2.086419753,1.181818182,6.230769231,505,434,83903,67044,166.1445545,154.4792627,11611.30769,1863.54321,1,360.cn
scripts.demandbase.com,1,1,2,1,0.5,1,2,14,9,660,540,47.14285714,60,1200,600,-1,demandbase.com
src.duanxin520.com,5,5,14,5,1.785714286,1,2.8,115,81,20755,40053,180.4782609,494.4814815,12161.6,4343.428571,-1,duanxin520.com
mto.multiopen.cn,2,2,36,2,0.111111111,1,18,216,163,22681,62818,105.0046296,385.3865031,42749.5,2374.972222,-1,multiopen.cn
socket.gzmypay.com,2,4,437,1,0.036613272,2,109.25,12838,12848,705934,733074,54.98784857,57.05744085,359752,3292.924485,0,gzmypay.com
gm.mmstat.com,6,6,27,6,1.333333333,1,4.5,255,207,50409,59431,197.6823529,287.1062802,18306.66667,4068.148148,1,mmstat.com
image.uczzd.cn,6,11,36,3.272727273,3.361111111,1.833333333,3.272727273,1742,4670,83061,6306083,47.68140069,1350.338972,580831.2727,177476.2222,-1,uczzd.cn
zmhatcher.zmxy.com.cn,2,2,4,2,1,1,2,24,36,1040,1520,43.33333333,42.22222222,1280,640,-1,zmxy.com.cn
g.tbcdn.cn,1,1,2,1,0.5,1,2,9,7,1251,2876,139,410.8571429,4127,2063.5,-1,tbcdn.cn
p1.aiqucn.com,1,1,4,1,0.25,1,4,15,4,1391,497,92.73333333,124.25,1888,472,-1,aiqucn.com
eq.10jqka.com.cn,8,9,166,7.111111111,0.487951807,1.125,18.44444444,2135,1922,289626,1362268,135.6562061,708.7762747,183543.7778,9951.168675,1,10jqka.com.cn
dd.mifengzhibo.com,2,2,17,2,0.235294118,1,8.5,78,46,9239,5188,118.4487179,112.7826087,7213.5,848.6470588,-1,mifengzhibo.com
m.panduoduo.net,1,1,13,1,0.076923077,1,13,79,57,17815,44312,225.5063291,777.4035088,62127,4779,-1,panduoduo.net
watson.microsoft.com,4,5,98,3.2,0.255102041,1.25,19.6,300,8,16482,4391,54.94,548.875,4174.6,212.9897959,-1,microsoft.com
report.t-vom.com,2,5,1148,0.8,0.021777003,2.5,229.6,25997,17606,1994347,1595022,76.71450552,90.59536522,717873.8,3126.628049,0,t-vom.com
djs.hortorgames.com,1,1,5,1,0.2,1,5,7346,6871,387803,1933233,52.79104274,281.3612284,2321036,464207.2,-1,hortorgames.com
cloud.toast.com,1,1,1,1,1,1,1,5,3,427,723,85.4,241,1150,1150,-1,toast.com
update.duole.com,1,1,4,1,0.25,1,4,23,14,1706,8072,74.17391304,576.5714286,9778,2444.5,-1,duole.com
www.shobserver.com,1,1,8,1,0.125,1,8,99,109,9803,87275,99.02020202,800.6880734,97078,12134.75,-1,shobserver.com
sdk.nfcos.cn,1,1,3,1,0.333333333,1,3,28,22,2647,1496,94.53571429,68,4143,1381,-1,nfcos.cn
cn-n1-cell6.leancloud.cn,2,2,85,2,0.047058824,1,42.5,537,530,39127,47871,72.86219739,90.32264151,43499,1023.505882,-1,leancloud.cn
hwworks-live.huawei.com,1,1,27,1,0.037037037,1,27,2141,4011,128738,5545504,60.12984587,1382.573922,5674242,210157.1111,1,huawei.com
sdk.gzyouai.com,1,1,5,1,0.2,1,5,14,10,2929,1147,209.2142857,114.7,4076,815.2,-1,gzyouai.com
jt.sh.cn,2,2,45,2,0.088888889,1,22.5,124,96,28475,32384,229.6370968,337.3333333,30429.5,1352.422222,-1,sh.cn
apirouter.elemecdn.com,4,4,18,4,0.888888889,1,4.5,318,284,84408,166727,265.4339623,587.0669014,62783.75,13951.94444,-1,elemecdn.com
t.0531yishu.com,1,1,1,1,1,1,1,3,2,140,92,46.66666667,46,232,232,-1,0531yishu.com
api.geetest.com,2,2,8,2,0.5,1,4,113,75,30994,29640,274.2831858,395.2,30317,7579.25,-1,geetest.com
arrowio.cmcm.com,1,1,10,1,0.1,1,10,66,46,8082,12238,122.4545455,266.0434783,20320,2032,-1,cmcm.com
about.co.kr,1,3,99,0.333333333,0.090909091,3,33,475,356,80228,210938,168.9010526,592.5224719,97055.33333,2941.070707,-1,co.kr
wifi.51ykc.com,1,1,15,1,0.066666667,1,15,107,91,7067,6515,66.04672897,71.59340659,13582,905.4666667,-1,51ykc.com
httpring.qq.com,4,4,15,4,1.066666667,1,3.75,45,0,2340,0,52,0,585,156,1,qq.com
gss0.bdstatic.com,1,1,1,1,1,1,1,23,22,4416,3523,192,160.1363636,7939,7939,1,bdstatic.com
api-data.nubia.com,4,4,120,4,0.133333333,1,30,1379,1150,411178,372513,298.1711385,323.9243478,195922.75,6530.758333,-1,nubia.com
rpc.lerke.cn,1,1,6,1,0.166666667,1,6,59,58,12720,26568,215.5932203,458.0689655,39288,6548,0,lerke.cn
trace.zhiziyun.com,1,1,4,1,0.25,1,4,19,7,1696,933,89.26315789,133.2857143,2629,657.25,-1,zhiziyun.com
